ID,Label
0,1
1,0
2,1
3,1
4,1
5,2
6,0
7,1
8,2
9,0
10,2
11,1
12,1
13,1
14,1
15,2
16,0
17,1
18,0
19,0
20,0
21,0
22,1
23,1
24,0
25,2
26,0
27,1
28,1
29,1
30,2
31,0
32,2
33,2
34,1
35,1
36,1
37,0
38,1
39,0
40,0
41,0
42,1
43,1
44,1
45,0
46,1
47,0
48,0
49,1
50,0
51,2
52,0
53,1
54,1
55,0
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,2
64,1
65,2
66,2
67,2
68,1
69,1
70,2
71,1
72,2
73,1
74,2
75,2
76,2
77,0
78,0
79,1
80,1
81,0
82,1
83,1
84,2
85,1
86,0
87,2
88,1
89,2
90,2
91,2
92,1
93,1
94,2
95,0
96,1
97,2
98,1
99,0
100,0
101,2
102,2
103,2
104,0
105,1
106,2
107,1
108,1
109,2
110,0
111,1
112,1
113,2
114,0
115,0
116,0
117,1
118,1
119,0
120,1
121,1
122,2
123,1
124,0
125,0
126,1
127,0
128,2
129,1
130,1
131,1
132,2
133,2
134,2
135,0
136,1
137,0
138,1
139,1
140,1
141,0
142,1
143,2
144,1
145,1
146,0
147,2
148,1
149,1
150,1
151,2
152,1
153,1
154,1
155,2
156,0
157,1
158,1
159,2
160,0
161,1
162,0
163,2
164,1
165,2
166,0
167,1
168,1
169,0
170,1
171,2
172,1
173,1
174,1
175,1
176,0
177,0
178,1
179,1
180,2
181,1
182,2
183,1
184,0
185,0
186,1
187,0
188,1
189,2
190,1
191,1
192,0
193,2
194,1
195,2
196,2
197,2
198,2
199,0
200,1
201,0
202,2
203,1
204,2
205,0
206,0
207,1
208,0
209,0
210,0
211,0
212,1
213,0
214,1
215,0
216,2
217,0
218,2
219,1
220,1
221,0
222,2
223,1
224,0
225,0
226,1
227,0
228,1
229,1
230,0
231,2
232,1
233,0
234,1
235,0
236,1
237,2
238,2
239,1
240,2
241,0
242,2
243,1
244,2
245,1
246,0
247,1
248,1
249,1
250,1
251,1
252,1
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,0
264,0
265,1
266,1
267,0
268,0
269,0
270,0
271,1
272,2
273,1
274,2
275,1
276,1
277,1
278,2
279,1
280,1
281,1
282,0
283,1
284,2
285,2
286,0
287,0
288,1
289,2
290,1
291,0
292,0
293,2
294,1
295,1
296,0
297,1
298,2
299,1
300,1
301,1
302,0
303,1
304,1
305,1
306,2
307,1
308,0
309,1
310,1
311,2
312,2
313,2
314,2
315,1
316,0
317,1
318,1
319,0
320,2
321,1
322,1
323,2
324,2
325,0
326,0
327,1
328,2
329,1
330,0
331,1
332,0
333,2
334,1
335,1
336,2
337,2
338,2
339,2
340,2
341,1
342,1
343,1
344,2
345,2
346,1
347,1
348,1
349,1
350,1
351,2
352,0
353,0
354,2
355,1
356,2
357,2
358,2
359,1
360,2
361,2
362,0
363,0
364,1
365,2
366,0
367,0
368,1
369,1
370,0
371,0
372,0
373,2
374,1
375,1
376,1
377,1
378,1
379,0
380,2
381,2
382,1
383,2
384,1
385,1
386,1
387,1
388,1
389,2
390,2
391,2
392,2
393,2
394,0
395,1
396,2
397,1
398,2
399,2
400,2
401,0
402,1
403,1
404,0
405,1
406,0
407,1
408,1
409,2
410,0
411,1
412,2
413,1
414,1
415,0
416,1
417,1
418,1
419,0
420,1
421,1
422,2
423,1
424,1
425,2
426,1
427,2
428,1
429,2
430,1
431,1
432,1
433,1
434,0
435,0
436,1
437,1
438,1
439,1
440,1
441,0
442,1
443,0
444,0
445,1
446,2
447,1
448,1
449,0
450,2
451,0
452,1
453,0
454,1
455,0
456,0
457,2
458,2
459,2
460,1
461,1
462,1
463,0
464,1
465,1
466,1
467,0
468,2
469,1
470,1
471,1
472,1
473,1
474,1
475,1
476,0
477,0
478,1
479,0
480,1
481,2
482,2
483,1
484,1
485,0
486,2
487,1
488,2
489,1
490,2
491,2
492,1
493,2
494,2
495,0
496,2
497,1
498,1
499,1
500,2
501,1
502,2
503,1
504,2
505,1
506,1
507,0
508,0
509,0
510,0
511,2
512,1
513,1
514,1
515,1
516,1
517,0
518,1
519,0
520,1
521,2
522,0
523,0
524,1
525,0
526,0
527,1
528,1
529,1
530,2
531,0
532,1
533,0
534,1
535,1
536,2
537,2
538,0
539,2
540,1
541,0
542,1
543,1
544,2
545,1
546,2
547,1
548,1
549,1
550,0
551,1
552,0
553,1
554,1
555,0
556,2
557,1
558,0
559,0
560,1
561,0
562,2
563,1
564,1
565,1
566,0
567,2
568,2
569,1
570,1
571,0
572,0
573,1
574,1
575,1
576,1
577,0
578,2
579,1
580,2
581,1
582,0
583,0
584,2
585,0
586,1
587,0
588,2
589,1
590,0
591,0
592,2
593,2
594,1
595,2
596,1
597,0
598,0
599,1
600,0
601,0
602,2
603,1
604,1
605,1
606,2
607,0
608,0
609,1
610,1
611,1
612,1
613,0
614,0
615,0
616,2
617,1
618,1
619,2
620,2
621,1
622,0
623,1
624,1
625,0
626,0
627,2
628,0
629,1
630,2
631,2
632,0
633,1
634,0
635,1
636,2
637,0
638,1
639,0
640,1
641,0
642,1
643,2
644,0
645,1
646,1
647,1
648,1
649,1
650,1
651,0
652,0
653,0
654,2
655,1
656,0
657,1
658,1
659,2
660,0
661,2
662,1
663,1
664,2
665,0
666,0
667,1
668,0
669,2
670,1
671,2
672,2
673,0
674,1
675,1
676,0
677,1
678,0
679,2
680,1
681,1
682,1
683,1
684,0
685,1
686,1
687,1
688,0
689,1
690,1
691,0
692,0
693,1
694,2
695,1
696,0
697,1
698,1
699,2
700,0
701,1
702,2
703,2
704,0
705,1
706,1
707,2
708,0
709,0
710,0
711,2
712,2
713,1
714,2
715,2
716,2
717,1
718,1
719,1
720,1
721,1
722,1
723,0
724,2
725,1
726,1
727,2
728,1
729,1
730,1
731,1
732,0
733,1
734,1
735,0
736,1
737,2
738,2
739,2
740,1
741,1
742,2
743,1
744,1
745,1
746,2
747,1
748,0
749,2
750,0
751,2
752,0
753,0
754,1
755,1
756,1
757,0
758,1
759,1
760,1
761,1
762,0
763,1
764,1
765,2
766,2
767,1
768,2
769,1
770,2
771,1
772,1
773,0
774,1
775,1
776,0
777,0
778,1
779,1
780,0
781,2
782,2
783,0
784,1
785,1
786,1
787,2
788,0
789,1
790,0
791,2
792,0
793,1
794,2
795,2
796,0
797,1
798,0
799,2
800,0
801,0
802,2
803,2
804,1
805,1
806,0
807,1
808,1
809,0
810,2
811,1
812,2
813,2
814,1
815,0
816,1
817,2
818,0
819,1
820,2
821,2
822,1
823,1
824,1
825,1
826,1
827,1
828,2
829,2
830,2
831,0
832,0
833,1
834,0
835,0
836,2
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,0
845,2
846,1
847,0
848,2
849,0
850,2
851,2
852,0
853,1
854,1
855,1
856,0
857,1
858,1
859,1
860,2
861,2
862,2
863,2
864,1
865,2
866,2
867,2
868,2
869,1
870,0
871,1
872,0
873,2
874,1
875,1
876,0
877,1
878,2
879,1
880,0
881,1
882,0
883,1
884,0
885,1
886,2
887,2
888,1
889,0
890,2
891,2
892,2
893,2
894,0
895,1
896,1
897,0
898,2
899,2
900,2
901,1
902,0
903,2
904,2
905,2
906,1
907,0
908,1
909,0
910,2
911,0
912,2
913,1
914,2
915,2
916,2
917,2
918,0
919,1
920,1
921,1
922,2
923,0
924,2
925,1
926,1
927,0
928,1
929,2
930,1
931,1
932,1
933,2
934,0
935,2
936,1
937,0
938,2
939,2
940,1
941,0
942,1
943,1
944,1
945,2
946,0
947,2
948,0
949,2
950,1
951,1
952,1
953,1
954,0
955,2
956,1
957,0
958,2
959,0
960,1
961,1
962,2
963,1
964,2
965,1
966,1
967,0
968,1
969,1
970,0
971,2
972,0
973,2
974,1
975,1
976,2
977,2
978,1
979,0
980,2
981,1
982,2
983,2
984,1
985,0
986,1
987,1
988,2
989,0
990,1
991,1
992,0
993,2
994,0
995,1
996,1
997,1
998,0
999,0
1000,1
1001,1
1002,2
1003,2
1004,0
1005,0
1006,2
1007,0
1008,1
1009,0
1010,0
1011,1
1012,1
1013,0
1014,0
1015,2
1016,1
1017,2
1018,1
1019,1
1020,1
1021,1
1022,2
1023,2
1024,0
1025,0
1026,2
1027,2
1028,0
1029,1
1030,1
1031,1
1032,0
1033,1
1034,0
1035,1
1036,1
1037,2
1038,0
1039,2
1040,1
1041,1
1042,1
1043,0
1044,1
1045,2
1046,2
1047,0
1048,0
1049,1
1050,2
1051,2
1052,1
1053,1
1054,1
1055,0
1056,1
1057,1
1058,0
1059,1
1060,1
1061,1
1062,0
1063,1
1064,2
1065,2
1066,2
1067,0
1068,2
1069,2
1070,2
1071,2
1072,1
1073,1
1074,0
1075,2
1076,0
1077,1
1078,1
1079,0
1080,1
1081,0
1082,0
1083,0
1084,1
1085,0
1086,1
1087,0
1088,0
1089,1
1090,1
1091,0
1092,2
1093,1
1094,1
1095,0
1096,2
1097,1
1098,2
1099,2
1100,1
1101,1
1102,0
1103,2
1104,2
1105,2
1106,0
1107,1
1108,2
1109,1
1110,0
1111,1
1112,2
1113,1
1114,1
1115,2
1116,2
1117,0
1118,0
1119,0
1120,0
1121,0
1122,2
1123,1
1124,2
1125,1
1126,0
1127,2
1128,2
1129,1
1130,0
1131,0
1132,1
1133,1
1134,1
1135,0
1136,1
1137,2
1138,2
1139,0
1140,0
1141,1
1142,1
1143,1
1144,2
1145,1
1146,1
1147,1
1148,0
1149,1
1150,1
1151,1
1152,2
1153,1
1154,2
1155,2
1156,1
1157,2
1158,0
1159,2
1160,0
1161,2
1162,1
1163,1
